ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Has a mobile phone,Has a work phone,Has a phone,Has an email,Family member count,Is high risk,Employment_status_encoded,Education_level_encoded,Marital_status_encoded,Dwelling_encoded
5010530,1,1,1,1,450000.0,Working,Higher education,Married,Office apartment,1,0,0,0,3,0,3,2,2,6
5037000,0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5126623,0,0,0,0,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,2,0,1,1,2,4
5068203,1,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,2,0,3,1,2,1
5148824,0,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5106080,0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,0,2,2,2,1
5150146,0,0,1,2,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,3,0,3,1,4,1
5125720,0,1,1,0,135000.0,Working,Lower secondary,Married,House / apartment,1,0,1,0,2,0,3,4,2,1
5037065,0,0,1,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,0,1,1,3,1
5105020,0,1,1,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5065510,0,1,0,1,135000.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,3,0,3,2,2,2
5146204,0,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5068897,1,1,1,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5046353,1,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5137289,1,1,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5116663,0,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5091184,0,0,1,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,2,0,3,1,1,1
5116647,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,1,0,0,0,1,0,2,1,5,4
5125983,1,0,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5125910,0,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5054578,0,0,1,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,1,0,3,1,5,1
5091282,1,1,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,3,1,2,1
5041699,0,1,0,0,342000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,1,2,4,1
5148998,0,1,1,1,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5142831,0,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5010294,0,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,0,3,1,4,1
5050916,0,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5112813,0,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5114438,0,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5142166,1,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5036257,0,0,1,0,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,0,3,1,3,1
5094916,0,0,1,2,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,3,0,3,1,4,1
5135616,1,0,1,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5125737,0,1,1,0,81000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,2,0,1,2,2,1
5036631,0,0,1,1,121500.0,State servant,Higher education,Separated,House / apartment,1,0,0,0,2,0,1,2,1,1
5090879,0,1,1,0,337500.0,Working,Higher education,Civil marriage,Office apartment,1,0,0,1,2,0,3,2,3,6
5038783,1,1,1,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,2,0,2,2,3,1
5025681,0,1,0,1,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,1,1,2,1
5095040,1,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5067160,1,1,0,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,1,0,3,1,4,1
5089798,0,0,1,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,1,0,3,1,1,1
5033501,1,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5113606,1,0,1,1,270000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,3,0,1,2,2,1
5023841,0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,2,0,1,2,2,1
5091759,0,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,2,1,3,1
5035425,1,1,1,0,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5046429,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5050794,0,1,0,1,135000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3,0,3,2,3,1
5068582,0,0,1,3,140400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5,0,3,1,2,1
5118026,0,0,0,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,2,1,2,1
5053724,0,1,1,1,225000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,2,0,3,2,1,1
5048050,0,0,1,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,2,0,2,2,3,1
5061194,0,0,1,1,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,1,3,0,3,1,3,3
5149249,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,0,2,1,3,1
5024146,0,1,0,0,180000.0,Working,Higher education,Married,With parents,1,1,1,0,2,0,3,2,2,3
5112926,0,0,1,0,315000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5067020,0,1,1,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,3,0,3,1,3,1
5046271,0,1,1,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,3,1,4,1
5095638,0,0,0,0,128542.5,Commercial associate,Higher education,Single / not married,Rented apartment,1,1,0,1,1,0,2,2,4,5
5125798,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,2,1,2,1
5056151,1,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5045690,0,0,1,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,1,0,2,2,4,1
5142829,0,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5100046,0,0,1,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5094898,1,1,1,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5089317,0,1,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,0,2,2,2,1
5126457,0,0,0,0,94500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5091253,0,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5010458,0,0,1,0,171000.0,Student,Higher education,Married,House / apartment,1,0,0,1,2,0,5,2,2,1
5142768,0,1,0,4,202500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,6,0,3,3,2,1
5142300,0,0,1,0,81000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,2,1,4,1
5112606,0,0,1,0,135000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,2,0,1,2,2,1
5088042,0,0,1,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5089261,0,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,0,3,1,4,1
5085871,1,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,2,0,2,3,3,1
5137209,1,1,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5062692,0,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5091919,0,0,0,3,103500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,5,0,3,1,2,3
5068415,1,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5150473,1,1,1,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,0,3,1,3,1
5078895,0,0,1,1,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,2,1,2,1
5048323,1,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,3,1,2,1
5090769,0,0,0,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5065567,0,0,0,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,2,0,3,1,5,1
5026455,0,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5053583,1,1,1,0,405000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5056036,0,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5061119,1,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,2,0,3,2,3,1
5087815,0,1,1,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,2,0,3,1,1,1
5028616,1,0,1,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,3,0,3,2,2,1
5052646,0,0,1,0,225000.0,Working,Higher education,Widow,House / apartment,1,1,0,0,1,0,3,2,5,1
5021706,0,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,3,1,2,1
5068105,0,1,1,1,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5149419,0,0,1,0,202500.0,Working,Higher education,Married,House / apartment,1,0,1,0,2,0,3,2,2,1
5095858,0,0,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,0,3,1,5,1
5105259,1,1,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5053755,0,0,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5125336,1,1,1,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,1,0,0,0,4,0,1,1,2,6
5010430,0,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,3,1,2,1
5041929,1,1,0,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,0,2,0,3,1,2,5
5089045,0,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,1,0,3,1,5,1
5125710,0,1,1,0,135000.0,Working,Lower secondary,Married,House / apartment,1,0,1,0,2,0,3,4,2,1
5061982,0,0,1,0,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5113974,1,1,0,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,2,1,2,1
5046011,0,0,1,0,103500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,1,1,3,1
5085630,1,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,0,2,1,1,1
5091916,0,0,0,3,103500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,5,0,3,1,2,3
5143060,0,0,0,0,135000.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,2,0,3,1,2,3
5066425,0,0,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5105537,1,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5023280,0,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5033976,0,0,1,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5135793,0,0,1,0,90000.0,Working,Higher education,Married,House / apartment,1,1,1,0,2,0,3,2,2,1
5022599,0,0,1,1,144000.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,1,3,0,3,2,3,1
5118533,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5117588,0,0,0,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,3,0,3,1,1,1
5142619,0,0,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,2,0,3,1,1,1
5113899,1,0,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5046484,0,0,1,1,67500.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5029516,1,1,1,0,153000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,0,1,1,3,1
5091445,0,1,1,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,4,0,3,1,2,1
5010363,1,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,2,1,4,1
5146084,1,0,0,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,1,1,0,3,1,4,2
5045136,0,0,0,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5021881,1,1,0,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,4,0,3,1,2,1
5022238,0,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,2,0,2,1,1,1
5139608,1,0,1,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,5,0,3,1,2,1
5062219,0,0,1,2,153000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,4,0,2,2,2,1
5062227,0,0,0,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,1,0,3,0,3,1,3,3
5117255,0,1,1,0,207000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,2,0,1,2,2,1
5067184,0,0,1,0,112500.0,Working,Higher education,Married,House / apartment,1,1,0,0,2,0,3,2,2,1
5047654,0,1,0,1,162000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,2,0,3,1,1,1
5026418,0,1,1,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,2,0,3,1,2,2
5090691,0,1,0,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,1,1,2,1
5149969,0,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5137293,1,1,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5024770,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5069071,0,1,1,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5069473,0,0,1,2,225000.0,Working,Higher education,Married,House / apartment,1,0,1,0,4,0,3,2,2,1
5089072,0,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,2,1,2,1
5024033,0,0,1,2,112500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,4,0,3,1,2,3
5145783,0,1,1,4,112500.0,Working,Higher education,Married,House / apartment,1,0,0,0,6,0,3,2,2,1
5009270,1,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,0,2,1,2,2
5088602,0,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5126835,1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,2,1,2,1
5010432,0,1,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5054707,0,0,1,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,2,1,2,1
5137408,0,1,0,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,1,1,0,1,0,3,2,4,1
5087972,1,0,1,0,99000.0,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,0,3,2,2,4
5118531,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5142912,0,0,0,1,292500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,3,0,3,3,2,1
5143425,1,1,0,1,315000.0,State servant,Higher education,Married,Municipal apartment,1,0,0,0,3,0,1,2,2,2
5044588,0,0,0,2,450000.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5074709,0,0,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5113993,0,0,0,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5132674,1,1,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,0,3,1,2,1
5010117,0,0,1,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,3,0,1,1,2,2
5114395,0,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5047691,0,0,1,3,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5,0,3,1,2,1
5026273,0,0,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5100073,0,0,1,0,292500.0,Working,Secondary / secondary special,Single / not married,Office apartment,1,0,0,0,1,0,3,1,4,6
5068780,0,0,0,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,1,1,1,0,1,0,3,1,4,3
5053957,0,0,0,2,85500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,4,0,2,2,2,1
5148872,0,0,1,0,135000.0,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,2,0,1,3,2,1
5136918,0,1,0,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5099868,0,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5068599,0,0,1,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5046141,0,0,1,0,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,0,3,1,3,1
5135508,0,0,1,1,252000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,3,0,1,2,2,1
5149596,0,0,1,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,2,0,3,2,2,1
5116414,1,1,1,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,1,1,2,1
5009227,0,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5117470,1,0,0,1,202500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,3,0,2,2,2,1
5024952,0,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5146533,0,1,0,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,1,1,2,1
5052879,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,1,3,1,2,1
5091855,1,0,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5096164,1,0,0,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,4,0,2,1,2,1
5008956,0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5105109,0,0,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5061821,0,0,1,0,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,1,0,0,0,1,0,3,3,4,5
5024485,0,0,1,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,0,3,1,3,1
5126743,0,0,0,0,135000.0,Working,Lower secondary,Married,Rented apartment,1,0,0,0,2,0,3,4,2,5
5078996,0,0,1,0,129150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,2,1,4,1
5053247,1,1,1,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,1,3,1,2,1
5116299,1,1,1,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5143326,0,0,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,2,0,2,2,3,1
5114411,0,0,0,0,157500.0,State servant,Higher education,Married,House / apartment,1,1,1,0,2,0,1,2,2,1
5115926,0,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,2,1,2,1
5091955,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5033495,0,0,1,3,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,5,0,2,1,2,1
5050513,0,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,0,2,1,3,1
5090316,0,0,1,0,427500.0,Working,Higher education,Married,House / apartment,1,1,0,0,2,0,3,2,2,1
5118227,1,1,0,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,1,0,0,0,2,0,3,1,3,6
5117536,0,0,0,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2,0,3,2,2,1
5010414,1,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,2,0,3,1,1,1
5010793,0,0,1,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,3,0,3,1,2,2
5090847,0,1,1,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,1,2,0,3,2,2,1
5090506,1,0,1,0,315000.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,1,0,1,1,4,5
5033566,0,0,0,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5042327,0,0,1,1,90000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5024781,0,0,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5028484,1,1,1,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5068809,1,1,1,1,112500.0,Working,Higher education,Married,House / apartment,1,0,0,1,3,0,3,2,2,1
5113164,1,1,1,0,675000.0,Working,Higher education,Married,House / apartment,1,0,0,1,2,0,3,2,2,1
5116295,1,1,1,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5091562,0,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5096566,0,0,0,0,54000.0,Working,Higher education,Married,House / apartment,1,1,0,0,2,0,3,2,2,1
5047696,0,0,0,0,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,1,0,2,0,2,2,3,1
5106087,1,0,0,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5036610,1,1,1,0,157500.0,Working,Higher education,Married,With parents,1,0,0,0,2,0,3,2,2,3
5114465,1,1,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,1,0,3,1,4,1
5045015,0,1,1,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5105901,0,1,0,0,112500.0,Working,Higher education,Married,With parents,1,1,1,0,2,0,3,2,2,3
5118650,0,0,1,2,270000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,3,0,1,2,4,1
5033647,0,0,1,0,270000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5068854,1,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5010974,1,1,1,0,126000.0,Working,Higher education,Married,House / apartment,1,0,0,1,2,0,3,2,2,1
5074685,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5008936,0,0,1,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,1,0,2,1,4,5
5089564,0,0,0,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,2,0,2,2,2,1
5078870,0,0,0,2,135000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,4,0,3,1,2,3
5150081,0,0,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,0,2,2,2,1
5053822,1,1,1,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,1,0,3,3,4,1
5148845,0,1,0,2,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5052920,1,0,0,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5022547,0,0,1,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,1,0,2,2,4,1
5142624,0,0,0,1,225000.0,Working,Incomplete higher,Married,With parents,1,0,0,0,3,0,3,3,2,3
5105616,0,1,1,2,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5021491,1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,1,0,3,1,4,1
5068590,0,0,1,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5069438,1,1,1,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,0,3,1,2,2
5115631,1,0,0,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,1,3,1,3,1
